ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,latitude_decimal_degrees,longitude_decimal_degrees
27FA,heliport,Orange County Sheriff's Office Heliport,98,NA,US,US-FL,Orlando,27FA,,27FA,28.50749969,-81.41339874
27FD,heliport,Coastal Helicopters Inc Heliport,20,NA,US,US-FL,Panama City,27FD,,27FD,30.27210045,-85.52079773
27FL,heliport,Adventhealth Wesley Chapel Heliport,60,NA,US,US-FL,Wesley Chapel,27FL,,27FL,28.19471,-82.350453
27GA,small_airport,Wilson International Airport,1050,NA,US,US-GA,Carrollton,27GA,,27GA,33.65840149,-85.00990295
27IA,small_airport,Oldfield Aero,750,NA,US,US-IA,Keosauqua,27IA,,27IA,40.75130081,-92.03070068
27II,heliport,Fort Benjamin Harrison Hospital Heliport,860,NA,US,US-IN,Indianapolis,27II,,27II,39.86500168,-85.99780273
27IL,heliport,Jersey Community Hospital Heliport,630,NA,US,US-IL,Jerseyville,27IL,,27IL,39.11000061,-90.34369659
27IN,heliport,St Vincent Indianapolis Hospital Heliport,833,NA,US,US-IN,Indianapolis,27IN,,27IN,39.90800095,-86.1934967
27IS,small_airport,Gelfius International Airport,530,NA,US,US-IL,Dahlgren,27IS,,27IS,38.14889908,-88.67030334
27JY,heliport,Heaton Heliport,942,NA,US,US-NJ,Newton,27JY,,27JY,41.126178,-74.82275
27KS,small_airport,Bellamy Farm Airport,3650,NA,US,US-KS,Goodland,27KS,,27KS,39.12889862,-101.7170029
27KY,closed,Bogle Farm Heliport,550,NA,US,US-KY,Bowling Green,,,,36.951099,-86.508102
27LA,heliport,Baton Rouge General Hospital Heliport,93,NA,US,US-LA,Baton Rouge,27LA,,27LA,30.44879913,-91.15319824
27LL,small_airport,Ralph Jacobs Airport,400,NA,US,US-IL,Valmeyer,27LL,,27LL,38.37509918,-90.31929779
27LS,heliport,La Dotd Headquarters Heliport,65,NA,US,US-LA,Baton Rouge,27LS,,27LS,30.45919991,-91.17639923
27MA,seaplane_base,Wamsetto Seaplane Base,,NA,US,US-MA,Berkley,27MA,,27MA,41.8205986,-71.11470032
27MD,small_airport,Myles Landing Airport,70,NA,US,US-MD,Church Hill,27MD,,27MD,39.098332,-75.895029
27MI,small_airport,Miller Field,705,NA,US,US-MI,Vassar,27MI,,27MI,43.37279892,-83.48660278
27MN,small_airport,Lake Bronson Airport,960,NA,US,US-MN,Lake Bronson,27MN,,27MN,48.73749924,-96.65450287
27MO,small_airport,Route 66 Airfield,1055,NA,US,US-MO,Carthage,27MO,,27MO,37.19390106,-94.22419739
27MT,small_airport,Rahn Airport,3090,NA,US,US-MT,Kalispell,27MT,,27MT,48.32189941,-114.3270035
27NC,heliport,Brunswick Media Center Heliport,27,NA,US,US-NC,Southport,27NC,,27NC,33.95069885,-78.0243988
27NE,small_airport,Hendricks Field,3450,NA,US,US-NE,Grant,27NE,,27NE,40.72280121,-101.7959976
27NH,heliport,Phantom One Heliport,1315,NA,US,US-NH,Hanover,27NH,,27NH,43.673972,-72.206472
27NJ,heliport,Sony Music Heliport,125,NA,US,US-NJ,Pitman,27NJ,,27NJ,39.74819946,-75.12799835
27NK,small_airport,Mohawk Air Park,1079,NA,US,US-NY,Schyler,27NK,,27NK,43.113317,-75.044467
27NY,heliport,Don's Heliport,385,NA,US,US-NY,Wallkill,27NY,,27NY,41.62149811,-74.24240112
27OH,small_airport,Schaller Airport,830,NA,US,US-OH,Findlay,27OH,,27OH,40.94670105,-83.67990112
27OI,closed,Auburn Airport,1200,NA,US,US-OH,Chagrin Falls,,,,41.410301,-81.284302
27OK,small_airport,Thomas Landing Airport,1110,NA,US,US-OK,Ponca City,27OK,,27OK,36.74229813,-96.96389771
27OR,heliport,Time Flies Private Heliport,138,NA,US,US-OR,Newport,27OR,,27OR,44.65319824,-124.060997
27PA,heliport,Fort Lee Heliport,1995,NA,US,US-PA,Nicktown,27PA,,27PA,40.65140152,-78.82720184
27PN,small_airport,Shelley Private Airport,750,NA,US,US-PA,Richfield,27PN,,27PN,40.68119812,-77.16190338
27SC,heliport,Upair Heliport,251,NA,US,US-SC,Lugoff,27SC,,27SC,34.22940063,-80.68219757
27SD,heliport,Albrecht Heliport,1722,NA,US,US-SD,De Smet,27SD,,27SD,44.29550171,-97.55259705
27TA,heliport,Headwind Heliport,525,NA,US,US-TX,Tyler,27TA,,27TA,32.3431015,-95.19709778
27TE,heliport,Sierra Providence Hospital Heliport,4002,NA,US,US-TX,El Paso,27TE,,27TE,31.791117,-106.263583
27TN,heliport,Memphis Police Department Heliport,240,NA,US,US-TN,Memphis,27TN,,27TN,35.24940109,-90.01580048
27TS,heliport,Walden Ranch Heliport,525,NA,US,US-TX,Wylie,27TS,,27TS,33.01819992,-96.50689697
27TX,heliport,Charter Bank Building Heliport,60,NA,US,US-TX,Houston,27TX,,27TX,29.74189949,-95.48470306
27VA,heliport,Prince William Hospital Heliport,243,NA,US,US-VA,Manassas,27VA,,27VA,38.76580048,-77.4878006
27W,small_airport,Lake Wenatchee State Airport,1939,NA,US,US-WA,Leavenworth,27W,,27W,47.81940079,-120.7200012
27WA,small_airport,J C's Airport,236,NA,US,US-WA,Conway,27WA,,27WA,48.32509995,-122.3160019
27WI,small_airport,Tegeler Airport,950,NA,US,US-WI,Prescott,27WI,,27WI,44.80770111,-92.71379852
27WV,small_airport,Kurt's Field,670,NA,US,US-WV,Poca,27WV,,27WV,38.4788193,-81.8036944
27XA,small_airport,Arnett Landing Airport,1180,NA,US,US-TX,Poolville,27XA,,27XA,32.979389,-97.889917
27XS,small_airport,Sport Flyers Airport,180,NA,US,US-TX,Brookshire,27XS,,27XS,29.837999,-95.94981
28A,small_airport,Goose Creek Airport,565,NA,US,US-NC,Indian Trail,28A,,28A,35.12099838,-80.58730316
28AK,small_airport,Gates Ranch Airport,1875,NA,US,US-AK,Glacier View,28AK,,28AK,61.808899,-147.858993
28AL,closed,Golden Pond Airport,540,NA,US,US-AL,Ashville,,,,33.862597,-86.120696
28AR,small_airport,Henley Aerodrome,377,NA,US,US-AR,Charlotte,28AR,,28AR,35.83330154,-91.4332962
28AZ,small_airport,Sampley's Airport,2208,NA,US,US-AZ,Aguila,28AZ,,28AZ,33.92279816,-113.1809998
28CA,small_airport,Dos Palos Airport,118,NA,US,US-CA,Dos Palos,28CA,,28CA,36.96239853,-120.6299973
28CL,closed,Borax Heliport,2400,NA,US,US-CA,Boron,,,,35.030498,-117.708
28CN,heliport,San Joaquin Community Hospital Heliport,465,NA,US,US-CA,Bakersfield,28CN,,28CN,35.38359833,-119.0199966
28CO,heliport,Blm Fire Center Heliport,4820,NA,US,US-CO,Grand Junction,28CO,,28CO,39.11780167,-108.5390015
28FA,heliport,N Broward Medical Center Heliport,21,NA,US,US-FL,Pompano Beach,28FA,,28FA,26.27840042,-80.12200165
28FD,heliport,Jackson County Hospital Heliport,145,NA,US,US-FL,Marianna,28FD,,28FD,30.78709984,-85.24099731
28FL,small_airport,Jim Finlay Farm Airport,40,NA,US,US-FL,Cresent City,28FL,,28FL,29.44190025,-81.58309937
28GA,heliport,Hancock Memorial Hospital Heliport,542,NA,US,US-GA,Sparta,28GA,,28GA,33.26819992,-82.97180176
28II,small_airport,Cedar Farm Airport,453,NA,US,US-IN,Laconia,28II,,28II,37.97470093,-86.05619812
28IL,small_airport,West Grove Airport,910,NA,US,US-IL,Leaf River,28IL,,28IL,42.09719849,-89.41929626
28IN,closed,Marchino Field,540,NA,US,US-IN,Vincennes,,,,38.637798,-87.4347
28IS,small_airport,O K Flying Club Inc Airport,665,NA,US,US-IL,Fillmore,28IS,,28IS,39.19480133,-89.3117981
28KS,small_airport,Highland Farm Airport,1010,NA,US,US-KS,Rantoul,28KS,,28KS,38.54249954,-95.15609741
28KY,small_airport,Brandon Airdrome Airport,525,NA,US,US-KY,Murray,28KY,,28KY,36.57590103,-88.31340027
28LA,heliport,Washington Parish Fire Dist 7/OEP Heliport,146,NA,US,US-LA,Bogalusa,28LA,,28LA,30.7833004,-89.91670227
28LL,small_airport,Williamson Airport,630,NA,US,US-IL,Westervelt,28LL,,28LL,39.46030045,-88.86840057
28LS,heliport,Hargroder Heliport,120,NA,US,US-LA,Lafayette,28LS,,28LS,30.1692009,-92.0625
28M,small_airport,Cranland Airport,71,NA,US,US-MA,Hanson,28M,,28M,42.02510071,-70.83809662
28MA,small_airport,Cannizzaro Field,250,NA,US,US-MA,Southwick,28MA,,28MA,42.07979965,-72.81809998
28MD,heliport,Fedex Field Heliport,190,NA,US,US-MD,Landover,28MD,,28MD,38.908774,-76.866934
28MI,small_airport,Miller-Herrold Airport,624,NA,US,US-MI,Cedar,28MI,,28MI,44.87440109,-85.79260254
28MN,seaplane_base,Vasa Park Seaplane Base,930,NA,US,US-MN,Spring Park,28MN,,28MN,44.96360016,-93.62249756
28MO,small_airport,Pasley Airport,790,NA,US,US-MO,Roscoe,28MO,,28MO,37.97389984,-93.81880188
28MT,small_airport,Cain Ranch Airport,4480,NA,US,US-MT,Lincoln,28MT,,28MT,46.953556,-112.748083
28N,small_airport,Vineland-Downstown Airport,120,NA,US,US-NJ,Vineland,28N,,28N,39.53760147,-74.96630096
28NC,balloonport,Balloonport of Greensboro Balloonport,800,NA,US,US-NC,Greensboro,28NC,,28NC,35.9557991,-79.81890106
28NE,small_airport,Thies Airport,1750,NA,US,US-NE,Randolph,28NE,,28NE,42.44169998,-97.29669952
28NH,heliport,A and K Heliport,825,NA,US,US-NH,New Boston,28NH,,28NH,42.93690109,-71.66950226
28NK,small_airport,Ritchie Airfield,385,NA,US,US-NY,Clayton,28NK,,28NK,44.186944,-76.076389
28NR,small_airport,Dry Pond Airport,1130,NA,US,US-NC,Rutherfordton,28NR,,28NR,35.3475,-81.995001
28NY,small_airport,Spaudling Aerodrome,1607,NA,US,US-NY,Cassadaga,28NY,,28NY,42.308333,-79.225
28OH,small_airport,Newbury Airport,743,NA,US,US-OH,Lyons,28OH,,28OH,41.70339966,-84.00270081
28OI,heliport,Mount Carmel East Hospital Heliport,843,NA,US,US-OH,Columbus,28OI,,28OI,39.98059845,-82.84159851
28OK,small_airport,Pellar Farm Airport,1400,NA,US,US-OK,El Reno,28OK,,28OK,35.50279999,-98.04060364
28OR,small_airport,Parrett Mountain Airport,790,NA,US,US-OR,Newberg,28OR,,28OR,45.47900009,-122.2340012
28PA,small_airport,Yarrow Airport,330,NA,US,US-PA,Schwenksville,28PA,,28PA,40.25120163,-75.44550323
28PN,heliport,Harsco Heliport,365,NA,US,US-PA,Wormleysburg,28PN,,28PN,40.25979996,-76.90969849
28PR,heliport,La Concepcion Hospital Heliport,120,NA,PR,PR-U-A,San German,28PR,,28PR,18.1086998,-67.03939819
28TA,small_airport,Duval County Ranch Co Airport,665,NA,US,US-TX,Freer,28TA,,28TA,27.83359909,-98.71700287
28TE,small_airport,Midlake Airport,535,NA,US,US-TX,Elmendorf,28TE,,28TE,29.2682991,-98.33699799
28TN,heliport,Bhm East Helipad Heliport,261,NA,US,US-TN,Memphis,28TN,,28TN,35.12670135,-89.86190033
28TS,small_airport,Boe-Wrinkle Airport,802,NA,US,US-TX,Azle,28TS,,28TS,32.90480042,-97.59500122
28TX,small_airport,Lehman Airport,1275,NA,US,US-TX,Vernon,28TX,,28TX,34.08589935,-99.45510101
28U,small_airport,Owyhee Reservoir State Airport,2680,NA,US,US-OR,Owyhee,28U,,28U,43.42490005,-117.3450012
28VA,heliport,Radford Aap Heliport,1710,NA,US,US-VA,Radford,28VA,,28VA,37.18479919,-80.52559662
28WA,small_airport,Robert L Delanoy Airport,30,NA,US,US-WA,Vancouver,28WA,,28WA,45.73040009,-122.7350006
28WI,small_airport,Rutherford Airport,790,NA,US,US-WI,Arkansaw,28WI,,28WI,44.60409927,-92.04660034
28XA,heliport,Doctors Hospital Heliport,540,NA,US,US-TX,Laredo,28XA,,28XA,27.606717,-99.479453
28XS,small_airport,Flying G Airport,470,NA,US,US-TX,Kaufman,28XS,,28XS,32.64599991,-96.32530212
29A,seaplane_base,Island Lake Seaplane Base,370,NA,US,US-AK,Wasilla,29A,,29A,61.62889862,-149.6179962
29AK,small_airport,Remington Field,1250,NA,US,US-AK,Delta Junction,29AK,,29AK,64.04959869,-145.4190063
29AR,heliport,Unity Health White County Medical Center Heliport,273,NA,US,US-AR,Searcy,29AR,,29AR,35.252507,-91.697333
29AZ,small_airport,Paloma Ranch Airport,737,NA,US,US-AZ,Paloma,29AZ,,29AZ,32.9056015,-112.9000015
29C,small_airport,Grindstone Air Harbor Airport,640,NA,US,US-MI,Port Austin,29C,,29C,44.04779816,-82.91419983
29CA,heliport,Landells Heliport,940,NA,US,US-CA,Desert Hot Springs,29CA,,29CA,33.25590134,-116.4540024
29CL,heliport,Childrens Hospital Los Angeles Heliport,500,NA,US,US-CA,Los Angeles,29CL,,29CL,34.097308,-118.288617
29CN,small_airport,Dubey Airport,2400,NA,US,US-CA,Georgetown,29CN,,29CN,38.84989929,-120.8339996
29CO,heliport,St Mary's Hospital & Medical Center Heliport,4650,NA,US,US-CO,Grand Junction,29CO,,29CO,39.089815,-108.562855
29F,small_airport,Joe Vaughn Spraying Airport,3500,NA,US,US-TX,Kress,29F,,29F,34.39590073,-101.7669983
29FA,seaplane_base,Caloosa Downtown Seaplane Base,2,NA,US,US-FL,Fort Myers,29FA,,29FA,26.63500023,-81.875
29FD,heliport,Gadsden Memorial Hospital Heliport,230,NA,US,US-FL,Quincy,29FD,,29FD,30.57049942,-84.54989624
29FL,heliport,Halifax Hospital Medical Center Heliport,46,NA,US,US-FL,Daytona Beach,29FL,,29FL,29.20140076,-81.05390167
29GA,small_airport,Rolling Meadows Airfield,808,NA,US,US-GA,Sharpsburg,29GA,,29GA,33.38430023,-84.63189697
29II,small_airport,Norm's Airport,750,NA,US,US-IN,Michigan City,29II,,29II,41.65980148,-86.80750275
29IL,closed,Brown Heliport,790,NA,US,US-IL,Heyworth,,,,40.3111,-88.951103
29IN,small_airport,Homestead Airport,863,NA,US,US-IN,Columbia City,29IN,,29IN,41.07590103,-85.38610077
29IS,heliport,Norman Rittenhouse Heliport,640,NA,US,US-IL,Fairbury,29IS,,29IS,40.75749969,-88.51339722
29KS,closed,Navrat Airport,1470,NA,US,US-KS,Lincolnville,,,,38.4828,-97.011398
29KY,small_airport,Cramer Aerodrome,640,NA,US,US-KY,Hopkinsville,29KY,,29KY,36.89310074,-87.42720032
29LA,heliport,Our Lady of the Lake R.M.C. Heliport,46,NA,US,US-LA,Baton Rouge,29LA,,29LA,30.40439987,-91.10449982
29LL,heliport,Monroe County Ambulance Service Heliport,630,NA,US,US-IL,Waterloo,29LL,,29LL,38.33919907,-90.16249847
29LS,seaplane_base,L Auberge du Lac Hotel Seaplane Base,8,NA,US,US-LA,Lake Charles,29LS,,29LS,30.207801,-93.265298
29MA,heliport,Laminated Heliport,135,NA,US,US-MA,Holyoke,29MA,,29MA,42.20149994,-72.59809875
29MD,small_airport,Schlosser Airport,53,NA,US,US-MD,Galena,29MD,,29MD,39.3628006,-75.81279755
29ME,seaplane_base,Teconnet Seaplane Base,194,NA,US,US-ME,China,29ME,,29ME,44.448,-69.530333
29MI,small_airport,Sawyer Field,910,NA,US,US-MI,Mason,29MI,,29MI,42.59999847,-84.44999695
29MN,small_airport,Wetenkamp Airport,990,NA,US,US-MN,Tintah,29MN,,29MN,46.02830124,-96.3628006
29MO,small_airport,Rollert Farm Airport,1000,NA,US,US-MO,Smithville,29MO,,29MO,39.35079956,-94.51860046
29MT,small_airport,Craik Airport,2500,NA,US,US-MT,Trout Creek,29MT,,29MT,47.73889923,-115.5029984
29N,small_airport,Kroelinger Airport,93,NA,US,US-NJ,Vineland,29N,,29N,39.52399826,-75.0463028
29NC,closed,29NC Airport,930,NA,US,US-NC,Shelby,29NC,,29NC,35.31169891,-81.62529755
29NE,small_airport,Bartmess Airport,3150,NA,US,US-NE,Wallace,29NE,,29NE,40.76110077,-101.1809998
29NH,heliport,Sunny Hill Landing Heliport,822,NA,US,US-NH,Lyndeborough,29NH,,29NH,42.88840103,-71.7378006
29NJ,heliport,J L Gentile Heliport,110,NA,US,US-NJ,Buena,29NJ,,29NJ,39.48397985,-74.88083839
29NY,closed,Breezy Meadows Heliport,296,NA,US,US-NY,Cape Vincent,,,,44.088,-76.269167
29OH,small_airport,Fox Airport,1020,NA,US,US-OH,Magnolia,29OH,,29OH,40.68640137,-81.30259705
29OI,heliport,Jtv Heliport,630,NA,US,US-OH,Madison,29OI,,29OI,41.81700134,-81.06900024
29OK,closed,Ditch Witch Airport,1120,NA,US,US-OK,Perry,,,,36.299999,-97.317002
29OR,closed,Smith Private Airport,180,NA,US,US-OR,Brooks,,,,45.031799,-122.957002
29PA,closed,Gardner Airport,500,NA,US,US-PA,Breinigsville,,,,40.556801,-75.643204
29PN,heliport,St Vincent Health Center Heliport,731,NA,US,US-PA,Erie,29PN,,29PN,42.11169815,-80.08010101
29RI,heliport,Vaucluse Farm Heliport,40,NA,US,US-RI,Portsmouth,29RI,,29RI,41.54219818,-71.23609924
29SC,small_airport,Hannah Rhea Field,89,NA,US,US-SC,Walterboro,29SC,,29SC,32.90140152,-80.85359955
29TA,small_airport,Cactus Hill Airport,1040,NA,US,US-TX,Wichita Falls,29TA,,29TA,33.873053,-98.645906
29TE,heliport,Pearland Heliport,51,NA,US,US-TX,Pearland,29TE,,29TE,29.55859947,-95.28079987
29TN,heliport,Bledsoe County Hospital Heliport,957,NA,US,US-TN,Pikeville,29TN,,29TN,35.62015,-85.190875
29TS,heliport,West Houston Medical Center Heliport,81,NA,US,US-TX,Houston,29TS,,29TS,29.72859955,-95.5943985
29TX,small_airport,Lockett Airport,1282,NA,US,US-TX,Vernon,29TX,,29TX,34.0945015,-99.36560059
29VA,small_airport,Rhynalds Ranch Airport,285,NA,US,US-VA,Remington,29VA,,29VA,38.52930069,-77.73889923
29VT,seaplane_base,Middle Hero Seaplane Base,105,NA,US,US-VT,Grand Isle,29VT,,29VT,44.756389,-73.266667
29WA,heliport,Crossings Heliport,384,NA,US,US-WA,Tacoma,29WA,,29WA,47.26169968,-122.435997
29WI,small_airport,Whittlesey Cranberry Co Airport,982,NA,US,US-WI,Babcock,29WI,,29WI,44.32550049,-90.02739716
29XA,heliport,Ascension Seton Edgar B Davis Hospital Helipad,395,NA,US,US-TX,Luling,29XA,,29XA,29.673223,-97.653818
29XS,heliport,Temple Eastex Heliport,240,NA,US,US-TX,Diboll,29XS,,29XS,31.18309975,-94.7806015
2A4,closed,Vor Lake Waterlane Seaplane Base,631,NA,US,US-AK,Bettles,,,,66.888454,-151.494856
2A7,heliport,Department of Transportation Heliport,715,NA,US,US-OH,Columbus,2A7,,2A7,39.95980072,-83.0440979
2A8,small_airport,Addison Municipal Airport,786,NA,US,US-AL,Addison,,,2A8,34.217038,-87.158353
2AK,small_airport,Lime Village Airport,552,NA,US,US-AK,Lime Village,2AK,LVD,2AK,61.35910034,-155.4400024
2AK0,small_airport,Mac Kenzie Country Airpark,120,NA,US,US-AK,Point Mackenzie,2AK0,,2AK0,61.25590134,-149.9750061
2AK1,small_airport,Blair Lake Airport,910,NA,US,US-AK,Fairbanks /Ft Wainwright/,2AK1,,2AK1,64.36370087,-147.3639984
2AK2,small_airport,Clear Creek Airport,660,NA,US,US-AK,Fairbanks /Ft Wainwright/,2AK2,,2AK2,64.45349884,-147.5630035
2AK3,heliport,Five Finger CG Heliport,48,NA,US,US-AK,Five Finger,2AK3,,2AK3,57.269843,-133.630371
2AK4,small_airport,Bootleggers Cove Airport,45,NA,US,US-AK,Homer,2AK4,,2AK4,59.470001,-151.51199
2AK5,small_airport,Johnstone Point Airport,15,NA,US,US-AK,Hinchinbrook,PAJO,,2AK5,60.4817009,-146.5839996
2AK6,small_airport,Hog River Airport,534,NA,US,US-AK,Hogatza,2AK6,HGZ,2AK6,66.2161026,-155.6690063
2AK7,small_airport,Bald Mountain Airport,3600,NA,US,US-AK,Talkeetna,2AK7,,2AK7,62.30739975,-149.7519989
2AK8,small_airport,Icy Cape Afs Airport,48,NA,US,US-AK,Icy Cape,2AK8,,2AK8,70.29250336,-161.9029999
2AK9,small_airport,Independence Creek Airport,250,NA,US,US-AK,Independence Creek,2AK9,,2AK9,65.67350006,-162.4640045
2AL0,closed,Paulling Place Airstrip,275,NA,US,US-AL,Dayton,2AL0,,2AL0,32.351799,-87.545602
2AL1,small_airport,Collier Airpark,74,NA,US,US-AL,Magnolia Springs,2AL1,,2AL1,30.42410088,-87.77780151
2AL2,heliport,Randolph County Hospital Heliport,500,NA,US,US-AL,Roanoke,2AL2,,2AL2,33.15729904,-85.38880157
2AL3,small_airport,Emerald Mountain Airport,365,NA,US,US-AL,Wetumpka,2AL3,,2AL3,32.45539856,-86.11920166
2AL4,heliport,Petroleum Helicopters Inc Heliport,33,NA,US,US-AL,Theodore,AL67,,AL67,30.431101,-88.179199
2AL5,small_airport,Flying J Ranch Airport,1430,NA,US,US-AL,Fort Payne,2AL5,,2AL5,34.39279938,-85.66500092
2AL6,small_airport,Dale O. Galer Aerodrome,40,NA,US,US-AL,Irvington,2AL6,,2AL6,30.491981,-88.197307
2AL7,small_airport,Mount Aero Lake Farm Airport,625,NA,US,US-AL,Hanceville,2AL7,,2AL7,34.06280136,-86.72309875
2AL8,small_airport,Finkley Farm Airport,413,NA,US,US-AL,Phenix City,2AL8,,2AL8,32.42110062,-85.24810028
2AN2,heliport,Ak-Chin Heliport,1073,NA,US,US-AZ,Maricopa,2AN2,,2AN2,33.027222,-112.085278
2AR0,small_airport,Bully Henry Airport,245,NA,US,US-AR,Lonoke,2AR0,,2AR0,34.86809921,-91.97429657
2AR1,closed,Seratt Airport,1305,NA,US,US-AR,Rogers,,,,36.292099,-94.095299
2AR2,small_airport,Davidson Field,835,NA,US,US-AR,Sage,2AR2,,2AR2,36.01520157,-91.79660034
2AR3,heliport,Stone County Medical Center Heliport,765,NA,US,US-AR,Mountain View,2AR3,,2AR3,35.85620117,-92.082901
2AR4,closed,Jaynes Field,212,NA,US,US-AR,Trumann,,,,35.6707,-90.527802
2AR5,small_airport,Ashmore Field,1362,NA,US,US-AR,Centerton,2AR5,,2AR5,36.3830986,-94.29389954
2AR6,small_airport,Glenn Winchester Airport,365,NA,US,US-AR,Mineral Springs,2AR6,,2AR6,33.88180161,-93.92849731
2AR7,small_airport,Head Airfield,441,NA,US,US-AR,Prescott,2AR7,,2AR7,33.84909821,-93.47910309
2AR8,closed,L C Hickman Airport,1380,NA,US,US-AR,Centerton,,,,36.352798,-94.333097
2AR9,heliport,Island Health Clinic Heliport,1547,NA,US,US-AR,Holiday Island,2AR9,,2AR9,36.45500183,-93.7193985
2AZ0,heliport,Helicopter Transport Inc/Office Heliport,1160,NA,US,US-AZ,Phoenix,2AZ0,,2AZ0,33.45000076,-111.9800034
2AZ1,small_airport,Indian Hills Airpark,1866,NA,US,US-AZ,Salome,2AZ1,,2AZ1,33.760346,-113.614748
2AZ2,heliport,Sunstate-Glendale Helistop,1135,NA,US,US-AZ,Peoria,2AZ2,,2AZ2,33.5685997,-112.2279968
2AZ3,small_airport,El Mirage-Village Square Airport,1150,NA,US,US-AZ,El Mirage,2AZ3,,2AZ3,33.6128006,-112.3349991
2AZ4,small_airport,Millar Airport,1215,NA,US,US-AZ,Maricopa,2AZ4,,2AZ4,33.05369949,-112.1460037
2AZ5,small_airport,Donnelly Residence Airport,1518,NA,US,US-AZ,Maricopa,2AZ5,,2AZ5,32.88639832,-112.1299973
2AZ6,closed,Horizon Heliport,2573,NA,US,US-AZ,Oro Valley,2AZ6,,2AZ6,32.410378,-110.941985
2AZ7,closed,McGill Ultralight Field,1360,NA,US,US-AZ,Glendale,2AZ7,,2AZ7,33.683283,-112.165883
2AZ8,small_airport,Tubac Ultralight Flightpark Ultralightport,3200,NA,US,US-AZ,Tubac,2AZ8,,2AZ8,31.61450005,-111.0360031
2AZ9,small_airport,Ethnos Air Airport,4200,NA,US,US-AZ,Mcneal,2AZ9,,2AZ9,31.606119,-109.654263
2B1,small_airport,Cape Cod Airport,103,NA,US,US-MA,Marston Mills,2B1,,2B1,41.68529892,-70.40229797
2B2,small_airport,Plum Island Airport,11,NA,US,US-MA,Newburyport,2B2,,2B2,42.79589844,-70.84120178
2B6,small_airport,Hollister Field,1090,NA,US,US-OH,Wilmington,2B6,,2B6,39.43759918,-83.70829773
2B9,small_airport,Post Mills Airport,693,NA,US,US-VT,Post Mills,2B9,,2B9,43.88420105,-72.25370026
2C4,small_airport,Flying A Airport,1300,NA,US,US-MN,Chatfield,,,2C4,43.816724,-92.336869
2C5,small_airport,Almena Airport,740,NA,US,US-MI,Paw Paw,2C5,,2C5,42.25249863,-85.85030365
2C6,small_airport,Tri-County Airport,661,NA,US,US-IL,Yates City,2C6,,2C6,40.77399826,-90.07440186
2CA0,heliport,Ash Mountain Heliport,1820,NA,US,US-CA,Three Rivers,2CA0,,2CA0,36.49580002,-118.8339996
2CA1,heliport,Cosmodyne Heliport,128,NA,US,US-CA,Torrance,2CA1,,2CA1,33.84360123,-118.3399963
2CA2,small_airport,Cones Field,1800,NA,US,US-CA,Twentynine Palms,2CA2,,2CA2,34.16279984,-116.0479965
2CA3,small_airport,Crosswinds Airport,1835,NA,US,US-CA,Twentynine Palms,2CA3,,2CA3,34.15999985,-115.9970016
2CA4,small_airport,Blackinton Airport,1156,NA,US,US-CA,Valley Center,2CA4,,2CA4,33.25889969,-117.0920029
2CA5,heliport,Platform Emmy Heliport,87,NA,US,US-CA,Huntington Beach,2CA5,,2CA5,33.66230011,-118.0449982
2CA6,heliport,K & T 660 Figueroa Partners Heliport,629,NA,US,US-CA,Los Angeles,2CA6,,2CA6,34.04919815,-118.2590027
2CA7,heliport,Prudential Helistop,847,NA,US,US-CA,Woodland Hills,2CA7,,2CA7,34.17559814,-118.5950012
2CA8,small_airport,B & E Ranch Airport,2793,NA,US,US-CA,Yucca Valley,2CA8,,2CA8,34.42060089,-116.6110001
