Agency Name,DSGN_CODE,DBA,Cert_No,Address Line 1,Address Line 2,Address Line 3,City,State/Province,Country ,Postal Code,Agency Phone Number,Agency Email,Accountable Manager,Accountable Manager Phone Number,Accountable Manager Email,Liaison,Liaison Phone Number,Liaison Email,Rating - Accessory,Rating - Airframe,Rating - Instrument,Rating - Limited,Rating - Powerplant,Rating - Propeller,Rating - Radio,Bilateral Agreements,Update_Date,
"ACCURATE ACCESSORIES, LLC.",ZR9R,,ZR9R067X,14400 VETERANS WAY,,,MORENO VALLEY,CA,UNITED STATES,92553,9516560144,zsevoian@cs.com,"SEVOIAN, ZAVEN",,,"SEVOIAN, LILIAN",9516560144,,Limited,,,NonDestructiveTst,,,,EASA,3/9/2026,zsevoian@cs.com
ACCURATE AERO LLC,74CR,,74CR304D,2183 TAXIWAY F,HANGER A-1,,MINDEN,NV,UNITED STATES,89423,,,"FILICE, MARIO",,,MARIO FILICE,4088354034,accurateaero@gmail.com,,,Limited,,,,Limited,,3/9/2026,
ACCURATE BRAZING CONNECTICUT DIVISION,4BZR,DBA AALBERTS SURFACE TECHNOLOGIES,4BZR889B,4 PROGRESS DRIVE,,,MANCHESTER,CT,UNITED STATES,06042,8604321840,bob.sartori@accuratebrazing.com,"GREENE, MATTHEW",8604321840,matthew.greene@aalberts-st.us,MATTHEW GREENE,8604321840,matthew.greene@aalberts-st.us,Limited,Limited,,,Limited,,,,3/9/2026,bob.sartori@accuratebrazing.com
ACCURATE BRAZING CORPORATION,ZB5R,DBA AALBERTS SURFACE TECHNOLOGIES,ZB5R108I,ACCURATE BRAZING CORPORATION,36 COTE AVENUE,,GOFFSTOWN,NH,UNITED STATES,03045,,,"WALKER, MARK",,,BEN DIONNE,6039453760,ben.dionne@aalbrts-st.us,,,,SpecializedService,Limited,,,,3/9/2026,
ACCUWRIGHT INDUSTRIES INC,UWZR,,UWZR525X,1350 N. MONDEL DRIVE,,,GILBERT,AZ,UNITED STATES,85233,,,"EUBANKS, TRAVIS",,,"WRIGHT, DAVID WYNN",4808929595,dave@accuwright.com,Limited,,,SpecializedService,,,,EASA,3/9/2026,
ACE AERONAUTICS LLC,7GVR,,7GVR112D,GUNTERSVILLE MUNICIPAL AIRPORT (8A1,105 BUCK ISLAND ROAD,,GUNTERSVILLE,AL,UNITED STATES,35976,,,"PARSONS, WILLIAM",,,"WALLACE, FRANK",2567050250 EXT. 201,fwallace@gashsv.com,,Limited,Limited,,Limited,,Limited,,3/9/2026,
ACE AVIATION INC,4A1R,,4A1R024C,289 EAST PERIMETER ROAD,,,RENTON,WA,UNITED STATES,98057,4252040845,info@aceaviation.com,"BOSWELL, KURT",4252040845,kurt@aceaviationinc.com,"HORSLEY,  RULON",4252040845,rulon@aceaviationinc.com,,Limited,Limited,Floats,Limited,,Limited,,3/9/2026,info@aceaviation.com
"ACE PRECISION MACHINING, LLC",QAPR,,QAPR054K,W146 N5714 ENTERPRISE AVENUE,,,MENOMONEE FALLS,WI,UNITED STATES,53051,,,"SCHNEIDER, ALLEN",2622524003,allen.schneider@aceprecision.com,"SCHNEIDER, ALLEN",2622524003,allen.schneider@aceprecision.com,Limited,,,"NonDestructiveTst, SpecializedService",Limited,,,"EASA, United Kingdom",3/9/2026,
ACES AIRCRAFT MAINTENANCE INC,441R,,441R632D,2323 P-51 COURT,STE 200,,MINDEN,NV,UNITED STATES,89423,,,"HOBAN, DANIEL J.",,,DANIEL HOBAN,,dhoban@acesaircraft.net,Limited,Limited,Limited,NonDestructiveTst,Limited,Limited,Limited,,3/9/2026,
ACHIEVEMENT AVIATION LLC,9FDR,"DBA ACHIEVEMENT AVIATION OF
   OF OHIO",9FDR993C,14833 SIDNEY - PLATTSVILLE RD,,,SIDNEY,OH,UNITED STATES,45365,,,"SANDLIN, CONRAD",4193207536,planeguy82@gmail.com,"SANDLIN, CONRAD",4193207536,achievementaviation@gmail.com,,,Limited,,,,Limited,,3/9/2026,
ACL AIRSHOP LLC,EW14,,EW14126K,15407 SOUTH BROADWAY,,,GARDENA,CA,UNITED STATES,90248,3104974837,jmartin@aclairshop.com,"HODZIC, HALIMA",,,JAIME MARTIN,3104974837,jmartin@aclairshop.com,,Limited,,,,,,,3/9/2026,jmartin@aclairshop.com
ACL AIRSHOP REPAIR BV.,N2KY,,N2KY023Y,KANTOORWEG 7,,,WEST KNOLLENDAM,,NETHERLANDS,1525 RJ,+31 0752047627,mvanterheijden@aclairshop.com,"VAN TERHEIJDEN, MAURICE",,,,,,Limited,,,,,,,,3/9/2026,mvanterheijden@aclairshop.com
"ACL AIRSHOP, LLC",114R,,114R717D,855 BONNIE LANE,,,ELK GROVE VILLAGE,IL,UNITED STATES,60007,3122593292,hhodzic@aclairshop.com,"HODZIC, HALIMA",,,HALIMA HODZIC,,,,Limited,,,,,,,3/9/2026,hhodzic@aclairshop.com
,EW1R,,EW1R128K,1800 ACCESS ROAD,,,OCEANSIDE,NY,UNITED STATES,11572,5166784334,hhodzic@aclairshop.com,"HODZIC, HALIMA",,,HALIMA HODZIC,5166784334,hhodzic@aclairshop.com,,Limited,,,,,,,3/9/2026,hhodzic@aclairshop.com
,L14R,,L14R956X,500 PARK COMMERCE RD.,,,GREENVILLE,SC,UNITED STATES,29611,8644669000,jvalverde@aclairshop.com,"VALVERDE, JUAN C.",8644669000 EXT. 1006,jvalverde@aclairshop.com,"VALVERDE, JUAN",8644669000 EXT. 1006,jvalverde@aclairshop.com,,Limited,,,,,,,3/9/2026,jvalverde@aclairshop.com
,YY8R,,YY8R888C,3445 N.W. 46TH STREET,,,MIAMI,FL,UNITED STATES,33142,,,"HODZIC, HALIMA",,,GIANCARLO MEJIA,3056334594,gmejia@aclairshop.com,,Limited,,,,,,,3/9/2026,
ACLAS TECHNICS LIMITED,6IRY,,6IRY337C,UNIT 5 RANKINE SQUARE,DEANS INDUSTRIAL ESTATE,,LIVINGSTON,SCT,UNITED KINGDOM,EH54 8SH,+441313398880,,"HENERY, CHARLES",+44 1313399976,chenery@aclastechnics.com,"MCALEA, GARY",,gmcalea@aclastechnics.com,,Limited,,,Limited,,,,3/9/2026,
ACME AEROSPACE INC,KN6R,,KN6R671N,528 WEST 21ST STREET,,,TEMPE,AZ,UNITED STATES,85282,4808946864,,"FUENTE, REID",,rfuente@acme-aero.com,REID FUENTE,6026156438,rfuente@acme-aero.com,Limited,,,,,,,"EASA, United Kingdom",3/9/2026,
ACME COATINGS INC,OCMR,,OCMR782K,240 S. PRODUCTION DRIVE,,,AVON,IN,UNITED STATES,46123,3172726202,,"KAYS, MICHAEL",,,"KAYS, MICHAEL",3172726202,mkays@acmecoatingsinc.com,,,,,Limited,,,,3/9/2026,
ACME LLC,R7JR,DBA ACME AEROSTATS,R7JR461Y,7001 EAST TREE COURT,,,ANCHORAGE,AK,UNITED STATES,99507,9073464738,jim.rogina@acmesport.com,"ROGINA, JAMES W.",9074404044,jim.rogina@acmesport.com,"ROGINA, JAMES W.",9073464738,,,Limited,,,,,,,3/9/2026,jim.rogina@acmesport.com
ACMT INC ADVANCED COMPOSITES & METALFORMING TECH,H03R,,H03R013Y,369 PROGRESS DRIVE,,,MANCHESTER,CT,UNITED STATES,06042,,tayhc@pweh.com,"POLO, MICHAEL",,mpolo@acmt-usa.com,,,,,,,,Limited,,,,3/9/2026,tayhc@pweh.com
ACP METAL FINISHING PTE LTD,OXQY,,OXQY401Y,6 JOO KOON CIRCLE,,,SINGAPORE,,SINGAPORE,629037,+656863-8318,sacom@acpanode.com.sg,"WEE, LIEW SHAN",+656863 8318,swliew@acpanode.com.sg,"SOH, ANDREW",,andrew@acpanode.com.sg,,,,"NonDestructiveTst, SpecializedService",,,,,3/9/2026,sacom@acpanode.com.sg
ACR ELECTRONICS INC,8CER,,8CER093C,5757 RAVENSWOOD ROAD,,,FORT LAUDERDALE,FL,UNITED STATES,33312,,,"SIMS, PENNY LEONE",,,"SIMS,  PENNY LEONE",9548622138,penny.sims@acrartex.com,Limited,,,,,,Limited,"EASA, United Kingdom",3/9/2026,
ACRON AVIATION INC,NN2R,,NN2R037L,"5353 52ND STREET, SE",,,GRAND RAPIDS,MI,UNITED STATES,49512,,,"WALLACE, WADE",,,"WALLACE, WADE",6162388664,wade.wallace@l3harris.com,Limited,,Limited,,,,"Class 1, Class 2, Class 3",EASA,3/9/2026,
ACS AVIATION INDUSTRIES LTD.,6XCY,,6XCY507C,"1 SWINBOURNE DRIVE,",SPRINGWOOD INDUSTRIAL ESTATE,,BRAINTREE,ENG,UNITED KINGDOM,CM7 2YP,,,"HIGGINS, GRAHAM",44 1376 331123,gh@acsai.co.uk,,,,Limited,Limited,Limited,,,,Limited,,3/9/2026,
ACSS REPAIR AND OVERHAUL,L3ZR,,L3ZR029X,5353 52ND STREET SE,,,GRAND RAPIDS,MI,UNITED STATES,49512,,,"WALLACE, WADE",,,"WALLACE, WADE",6162854274,wade.wallace@l3harris.com,,,Limited,,,,Limited,EASA,3/9/2026,
ACTION AIRCRAFT ENGINE OVERHAUL,A9UR,,A9UR626J,10570 OLYMPIC DR.,,,DALLAS,TX,UNITED STATES,75220,,,"HIATT, MARY R.",2143511284,mary@actionaircraft.com,"HIATT, MARY",2143511284,mary@actionaircraft.com,,,,,Limited,,,EASA,3/9/2026,
ACTION PLATING CORP.,KF4R,,KF4R308M,1214 ALI-BABA AVENUE,,,OPA LOCKA,FL,UNITED STATES,33054,,,"BAIN, WILLIAM J.",,,MARK. BAIN,3056856313,,,,,SpecializedService,,,,,3/9/2026,
ACTION RESEARCH CORPORATION,O98R,DBA ARC,O98R456Y,34A FREEDOM COURT,,,GREER,SC,UNITED STATES,29650,8648481244,chad.putnam@arc-labs.com,"VASQUEZ, BLANCA",,blanca.vasquez@arc-labs.com,"VASQUEZ, BLANCA R",8648481244 EXT. 18,blanca.vasquez@arc-labs.com,Limited,,,"Landing Gear, NonDestructiveTst",Limited,,,"EASA, United Kingdom",3/9/2026,chad.putnam@arc-labs.com
ACTIVE MAGNETIC INSPECTION INC,VMGR,,VMGR331L,9356 1/2 SAN FERNANDO ROAD UNIT B,,,SUN VALLEY,CA,UNITED STATES,91352,,,"DEAN, EDWARD G.",,,"HERRERA,  DAVID",8185040677 EXT. 107,davidherrera@activemag1.com,,,,"NonDestructiveTst, SpecializedService",,,,EASA,3/9/2026,
ACUREN INSPECTION INC,JI6R,,JI6R640N,3957 IRONGATE ROAD,SUITE 120,,BELLINGHAM,WA,UNITED STATES,98226,,jnast@acuren.com,"NAST, JERRYL S.",,,"NAST, JERRYL S.",4253555019,jnast@acuren.com,,,,NonDestructiveTst,,,,,3/9/2026,jnast@acuren.com
,OC6R,DBA ORANGE COAST TESTING,OC6R648J,1305-J EAST ST. GERTRUDE PLACE,,,SANTA ANA,CA,UNITED STATES,92705,,,"MAY, PAUL R. JR.",7145575844,paulr.may@acuren.com,,,,,,,NonDestructiveTst,,,,,3/9/2026,
AD AEROSPACE LIMITED,K8QY,,K8QY576B,ELECTRA HOUSE,PEPPER ROAD,,STOCKPORT,ENG,UNITED KINGDOM,SK7 5BW,,,"EINOLLAHI, SARA",,,SARA EINOLLAHI,,quality@ad-aero.com,Limited,,,,,,,,3/9/2026,
ADAMS RITE AEROSPACE INC,A23R,,A23R362J,4141 NORTH PALM STREET,,,FULLERTON,CA,UNITED STATES,92835,7142786500,sgonzalez@araero.com,"BECKER, LEE",,,"GONZALES, SANDRA",7142786594,sgonzales@araero.com,Limited,,,Equipment,,,,"EASA, United Kingdom",3/9/2026,sgonzalez@araero.com
"ADDISON AVIONICS GROUP, LLC",8CHR,,8CHR492B,15800 DOOLEY ROAD,SUITE 100,,ADDISON,TX,UNITED STATES,75001,4692127500,,"CARE, MARK",4692127500,,MARK CARE,4692127559,mcare@adsavionics.com,Limited,Limited,Limited,,,,Limited,,3/9/2026,
ADI REPAIRS INC,4ADR,DBA ADI REPAIRS,4ADR733B,2700 SOUTH RANEY ST.,,,EFFINGHAM,IL,UNITED STATES,62401,,,"BURNS, STEPHEN",,,"BURNS, STEPHEN",,steve@adirepairs.com,Class 1,,,,,,,,3/9/2026,
ADIENT AEROSPACE LLC,AAER,,AAER119E,5511 SKYLAB ROAD,,,HUNTINGTON BEACH,CA,UNITED STATES,92647,0,kevin.lukomski@adient-aerospace.com,"LUOMSKI, KEVIN",,,KEVIN LUKOMSKI,9495102321,kevin.lukomski@adient-aerospace.com,,,,,,,,,3/9/2026,kevin.lukomski@adient-aerospace.com
ADS/TRANSICOIL,L3XR,,L3XR680N,9 IRON BRIDGE DRIVE,,,COLLEGEVILLE,PA,UNITED STATES,19426,4849021136,,"HILLBISH, WARREN",4849021174,,"HILLBISH, WARREN",4849021174,w.hillbish@tcoil.com,Limited,,Limited,,,,,EASA,3/9/2026,
ADVANCE AERO INC,JK5R,,JK5R965M,135 HARRISON STREET,,,MOORESVILLE,IN,UNITED STATES,46158,3178313710,,"WILSON, TODD",3178313710,,"WILSON,  TODD N",3178313710,twilson@advanceaero.us,,Limited,,SpecializedService,Limited,,,EASA,3/9/2026,
"ADVANCE FINISH, CORP.",FSMR,,FSMR982D,285 NORTH DRIVE,SUITE D & E,,MELBOURNE,FL,UNITED STATES,32934,3309326840,do.geon@af-aero.com,"RODRIGUES BORGES, RENATO",,renato.borges@af-aero.com,"RODRIGUES BORGES, RENATO",6047041224,renato.borges@af-aero.com,,Limited,,,,,,EASA,3/9/2026,do.geon@af-aero.com
ADVANCE WELDING,X9WR,,X9WR118N,150 BROOKDALE DRIVE,,,SPRINGFIELD,MA,UNITED STATES,01104,4137344544,info@theperfectweld.com,"KIELB, CHRISTOPHER ANTHONY",,,"MARTIN, MELINDA",4137344544,melinda@theperfectweld.com,Limited,Limited,,,Limited,,,"EASA, United Kingdom",3/9/2026,info@theperfectweld.com
ADVANCED AEROSPACE SYSTEMS,UBER,,UBER573X,418 SANTA ROSA COURT 1056,,,OVIEDO,FL,UNITED STATES,32765,,,"VAUGHN, JOHN CHANCE",,,"VAUGHN, JOHN CHANCE",4073302404,chance@advancedaerospacesystems.com,Class 2,Limited,,,,,,,3/9/2026,
ADVANCED AEROTECHNOLOGIES GROUP LLC,27OD,,27OD157C,631 BUSS AVE.,,,GREELEY,CO,UNITED STATES,80631,9705900906,,"AIKENS, GEORGE",,,GEORGE AIKENS,,info@advancedaerotech.com,,Limited,Limited,,,,"Class 1, Limited",,3/9/2026,
"ADVANCED AEROTECHNOLOGIES GROUP,  L.L.C.",27OR,,27OR157C,3965 COOK HANGAR LANE,,,RAPID CITY,SD,UNITED STATES,57703,9705900906,info@advancedaerotech.com,"AIKENS, GEORGE ALBERT",,,"AIKENS, GEORGE A.",9705900906,info@advancederotech.com,,Limited,Limited,Equipment,,,"Class 1, Limited",,3/9/2026,info@advancedaerotech.com
ADVANCED AIR OF WEST PALM BEACH INC,AYVR,,AYVR607K,14540 SAND HOLLY CIRCLE,,,JUPITER,FL,UNITED STATES,33478,,,"BELL, LARRY A.",,,MARTY HATCHER,5618458289,m.hatcher@aawpb-bushings.com,,,,NonDestructiveTst,,,,,3/9/2026,
ADVANCED AIRCRAFT MAINTENANCE INC,3KJR,,3KJR540C,621 AIRPORT ROAD,HANGAR 118,,ROSTRAVER TOWNSHIP,PA,UNITED STATES,15012,7248230220,robert monahan rpmaircrafttech@yahoo.com,"MONAHAN, ROBERT",,,ROBERT MONAHAN,7248230220,rpmaircrafttech@yahoo.com,,Limited,Limited,,Limited,,Limited,,3/9/2026,robert monahan rpmaircrafttech@yahoo.com
ADVANCED AVIONICS,VNHR,,VNHR718K,169 ALLEN ROAD,,,LEMPSTER,NH,UNITED STATES,03605,6038638888,avionics@myfairpoint.net,"STRAETER, ECKHARD",6038638888,eckhard@nhavionics.com,"STRAETER, ECKHARD",6038638888,eckhard@nhavionics.com,,,Limited,,,,"Class 1, Class 2, Limited",,3/9/2026,avionics@myfairpoint.net
ADVANCED AVIONICS SOLUTIONS LLC,ADAR,,ADAR984D,10394 N AERO DRIVE,,,HAYDEN,ID,UNITED STATES,83835,2082097328,barryh@advancedavionicssolutions.com,"HICKS, SCOTT",,,BARRY P HUCK,,barryh@advancedavionicssolutions.com,Limited,Limited,Limited,,,,Limited,,3/9/2026,barryh@advancedavionicssolutions.com
"ADVANCED COATING TECHNOLOGIES, LLC",XC6R,"DBA PRATT & WHITNEY
   WHITNEY ADVANCED COATING TECHNOLOGIES",XC6R684J,60 TURNER DRIVE,,,MIDDLETOWN,NY,UNITED STATES,10941,8456926613,,"SINSHEIMER, LAUREN",,,"PETTINATO, CHRIS",8456959412,christopher.pettinato@prattwhitney.com,,,,,Limited,,,EASA,3/9/2026,
"ADVANCED COMPOSITE STRUCTURES FLORIDA, LLC",6A8R,DBA UNITED AERO GROUP FL,6A8R903B,7199 CONWAY ROAD SUITE 100,,,ORLANDO,FL,UNITED STATES,32812,,,"BRENNAN, JOHN",4076869041,john.brennan@unitedaerogroup.com,JOHN BRENNAN,4076869041,john.brennan@unitedaerogroup.com,,Limited,,"Rotor Blades, SpecializedService",,,,EASA,3/9/2026,
"ADVANCED FLIGHT SOLUTIONS, LLC",9RSR,,9RSR194C,280 ALDREDGE DRIVE,,,ALBERTVILLE,AL,UNITED STATES,35950,2566601311,clint@advancedflt.com,"KELLEY, CLINT",,,"KELLEY, CLINT",2566601311,clint@advancedflt.com,,Limited,Limited,,,,Limited,,3/9/2026,clint@advancedflt.com
ADVANCED LANCASTER LP,5T2R,DBA FLY ADVANCED,5T2R901C,530 AIRPORT ROAD,,,LITITZ,PA,UNITED STATES,17543,,,"FERRY, JOSH J.",7177355179,lns@flyadvanced.com,JOSH FERRY,7177355179,jferry@flyadvanced.com,,Limited,,,Limited,,Limited,,3/9/2026,
ADVANCED MATERIALS TECHNOLOGIES LLC,7VDR,,7VDR117C,7030 WEST OAKLAND STREET #103,,,CHANDLER,AZ,UNITED STATES,85226,6024431403,,"DONKERSLOOT, KYLE JAY",,,"GROSS, SCOTT",6024431403,scottg@amt-america.com,Limited,,,"NonDestructiveTst, SpecializedService",Limited,,,"EASA, United Kingdom",3/9/2026,
ADVANCED SURFACES AND PROCESS INC,V9PR,,V9PR575Y,85 N. 26TH AVENUE,,,CORNELIUS,OR,UNITED STATES,97113,,,"WILCOX, CARL E.",,cwilcox@advanced-surfaces.com,"BLOCKER, ROBIN",5036404072,rblocker@advanced-surfaces.com,Limited,Limited,,SpecializedService,Limited,,,,3/9/2026,
ADVANCED TURBINE SYSTEMS LLC,24VR,,24VR788D,9202 N.W. 101ST STREET,,,MEDLEY,FL,UNITED STATES,33178,,,"JAUREGUI, CHRISTHIAN M.",7865344965,cjauregui@advturbine.com,ANWAR HAQUE,7865344945,accounting@advturbine.com,Limited,,,,Limited,,,EASA,3/9/2026,
ADVANCED WELDING TECHNOLOGIES LLC,AWBR,,AWBR328X,2020 W. 2ND STREET,,,WICHITA,KS,UNITED STATES,67203,,,"LANGLOIS, MACKENZIE ""MACK""",,,MACKENZIE 'MACK' LANGLOIS,3162623490,mack@awtkansas.com,,Limited,,SpecializedService,,,,,3/9/2026,
ADVANCETECH AIRCRAFT MAINTENANCE INC,BL3R,,BL3R401L,1605 MOFFETT STREET,,,SALINAS,CA,UNITED STATES,93905,8314222142,advancetech@razzolink.com,"MCINTYRE, MATTHEW",8314222142,matt@advancetech.aero,,,,,"Class 3, Limited",,,"Class 1, Limited",,,,3/9/2026,advancetech@razzolink.com
ADVANTAGE AIRCRAFT SERVICES LLC,Q2AR,,Q2AR598N,549 PINSON DRIVE,CORPUS CHRISTI INTERNATIONAL AIRPOR,,CORPUS CHRISTI,TX,UNITED STATES,78406,3612891884,eric@aastx.com,"WEBB, ERIC A.",,eric@aastx.com,,,,,"Class 3, Limited",Limited,,Limited,,Limited,,3/9/2026,eric@aastx.com
"ADVANTAGE AVIATION TECHNOLOGIES II , LLC.",GQRR,,GQRR443L,1300 MCDUFF AVE.,,,GRANDVIEW,TX,UNITED STATES,76050,9726477300,,"MAYBERRY, GLENN",,,"MAYBERRY, GLENN",9726477330,gmayberry@aatinc.net,Limited,Limited,,"Landing Gear, NonDestructiveTst, SpecializedService",Limited,,,EASA,3/9/2026,
ADVANTAGE TURBINE SERVICES SWEDEN AB,4T8Y,,4T8Y227D,MARMA 113,,,KNIVSTA,,SWEDEN,741 93,,,"KARLSSON, ANDERS",,,"SIGGSTEDT, JAN",,jan.siggstedt@advantageturbine.se,Limited,,,,Limited,,,,3/9/2026,
ADVENTURE AIR AVIONIX,X4VR,,X4VR356Y,10134 FOREST HILL CIRCLE,,,MANASSAS,VA,UNITED STATES,20110,,,"HENDRIX, DONALD",,a3aircraftservices@gmail.com,"HENDRIX, DONALD",5407881749,,,,Limited,,,,Limited,,3/9/2026,
ADVENTURE FLIGHTS INC,QJBR,,QJBR584K,19301 JASMINE COURT,,,LAKE ELSINORE,CA,UNITED STATES,92530,,,"GRAY, DEREK",,,"GRAY, DEREK J.",9516784334,rides@advflights.com,,Limited,,,,,,,3/9/2026,
ADVENTURES AVIATION LLC,2AVR,,2AVR803D,39 THOR-SOLBERG RD.,,,WHITE HOUSE STATION,NJ,UNITED STATES,08889,,,"SVEC, ANDREW J",9734646693,,CHRISTOPHER SVEC,9083082029,csvec1@gmail.com,,Limited,Limited,,Limited,,Limited,,3/9/2026,
AE AND C SERVICES LLC,QACR,,QACR366X,22800 MCAULIFFE DRIVE,,,ROBERTSDALE,AL,UNITED STATES,36567,2519463300,richpetty@aencservices.com,"ACHENBACH, KEITH",,,"GRAHAM, KEN",2519463300,kgraham@aencservices.com,"Class 1, Class 2",,,NonDestructiveTst,,,,"EASA, United Kingdom",3/9/2026,richpetty@aencservices.com
AED ELECTRONICS,2EDR,,2EDR425C,422 FORTUNA CENTER PLAZA #804,,,DUMFRIES,VA,UNITED STATES,22025,,,"MASON, MARCO K",,marco.k.mason@usdoj.com,"MARCO., K MASON",5712202932,,,Limited,,,,,Limited,,3/9/2026,
AEE/EMF INC,SV2R,DBA AIRCRAFT ELECTRICAL ELECTRONICS,SV2R175L,102 NW BUSINESS PARK LANE,,,RIVERSIDE,MO,UNITED STATES,64150,8165876180,sharilyn@aircraftelectrical.com,"SPRING, SHARILYN",8165876180,sharilyn@aircraftelectrical.com,"SPRING, SHARILYN L.",8165876180,sharilyn@aircraftelectrical.com,Class 2,,,SpecializedService,,,,EASA,3/9/2026,sharilyn@aircraftelectrical.com
"AEKO KULA, LLC",TSAR,"DBA ALOHA AIR CARGO
   CARGO REPAIR STATION",TSAR174M,50 ELLIOTT STREET,,,HONOLULU,HI,UNITED STATES,96819,8088365220,inquiry@alohatechops.com,"MAUSIO, MARIO",8088365220,,"MAUSIO, MARIO",8088365220,mmausio@alohaaircargo.com,Limited,Limited,Limited,NonDestructiveTst,Limited,Limited,Limited,,3/9/2026,inquiry@alohatechops.com
AELO MAINTENANCE SA.,AEMY,,AEMY166E,VIA AEROPORTO 21,,,GORDOLA,,SWITZERLAND,6596,+41 917953388,,"CARONI, VALERIO",+41917453388,valerio.caroni@aelo.ch,,,,Limited,Limited,,,Limited,,,,3/9/2026,
AEM LTD,CA5Y,,CA5Y772M,STANSTED AIRPORT,,,STANSTED,ENG,UNITED KINGDOM,CM24 1RB,+44 1279 680 030,,"WHEELER, ANDY",,,"CLEMENTS, DEREK",,derek.clements@ametek.com,Limited,Limited,Limited,NonDestructiveTst,,Limited,Limited,,3/9/2026,
AER BLARNEY BALLOONS LLC,2B1R,,2B1R453D,92 TOWN LINE ROAD,,,BETHLEHEM,CT,UNITED STATES,06751,2039104955,,"MURPHY, MICHAEL PATRICK",2039104955,,MICHAEL MURPHY,,info@aerblarney.com,,Limited,,,,,,,3/9/2026,
AERFIN LIMITED,AF1Y,,AF1Y895D,"UNIT D, PARC BEDWAS, 2 GREENWAY",BEDWAS HOUSE INDUSTRIAL ESTATE,,BEDWAS,WLS,UNITED KINGDOM,CF83 8DW,+442929109890,,"GOODSON, SIMON",,,"EDWARDS, SIMON",,simonedwards@aerfin.com,Limited,,,,Limited,,,,3/9/2026,
"AERIAL AVIONICS, INC",7IAR,DBA AERIAL AVIONICS,7IAR379B,1600 AIRPORT RD. HANGAR B,,,MONTEREY,CA,UNITED STATES,93940,,,"MITCHELL, ADAM C",,,"MITCHELL, ADAM C",,,,Limited,Limited,,,,Limited,,3/9/2026,
AERMECCANICA S.R.L.,34RY,,34RY529D,VIA MONTE GRAPPA 2,,,LONATE POZZOLO,,ITALY,21015,+390331301750,,"PINZA, GIANLUCA",,,VALENTINA LOMBARDO,,quality@aermeccanica.it,Limited,,,"Landing Gear, NonDestructiveTst",,,,,3/9/2026,
AERNNOVA AEROSPACE S.A.,6PRY,,6PRY863B,C/ LEONARDO DA VINCI 13,PARQUE TECNOLOGICO DE ALAVA,,MINANO MAYOR,,SPAIN,01510,34-945-185-600,carlos.sainz@aernnova.com,"SAINZ, CARLOS",,,LUIS ALIJA GARCIA,,luis.alija@aernnova.com,,Limited,,,,,,,3/9/2026,carlos.sainz@aernnova.com
AERO ACCESSORIES & REPAIR LLC.,77AR,,77AR783B,15501 SW 29TH STREET,SUITE 201,,MIRAMAR,FL,UNITED STATES,33027,,,"DANCLAIR, IRWIN K.",,,"DIAZ, CARLOS",9542661300,cdiaz@aeroaccessories.us,Limited,,Limited,"NonDestructiveTst, SpecializedService",,,Limited,"EASA, United Kingdom",3/9/2026,
AERO ACCESSORIES INC,XB2R,,XB2R286L,16152 VALERIO STREET,,,VAN NUYS,CA,UNITED STATES,91406,,,"RUMM, ROBERT M.",,,"RUMM, ROBERT (BOB)",8187852821,,Class 2,,,,,,,,3/9/2026,
"AERO ACCESSORIES, LLC.",YV4R,,YV4R688M,2208 AIR PARK DRIVE,,,BURLINGTON,NC,UNITED STATES,27215,3362892829,,"LOWE, WYETTE",3364495054,wlowe@tempestaero.com,"BEASLEY, CHARLES",3364495054,,Limited,,,,,,,"EASA, United Kingdom",3/9/2026,
AERO AIR LLC,O9IR,,O9IR003Y,2050 NE 25TH AVENUE,,,HILLSBORO,OR,UNITED STATES,97124,,,"THIBODEAUX, JEREMIAH",,jeremiah.thibodeaux@aeroair.com,"THIBODEAUX, JEREMIAH",5036403711,j.t@aeroair.com,Limited,"Class 1, Class 3, Class 4",Limited,,"Class 1, Limited",,"Class 1, Class 2, Limited",,3/9/2026,
AERO AVIONICS INC,A8XR,DBA AEROSERVICES - RDU,A8XR424J,704 ROD SULLIVAN ROAD,,,SANFORD,NC,UNITED STATES,27330,9197181715,aeroservices@mindspring.com,"TURNER, MARSHALL",,,"SUTTON, F. JOHN",9197181715,aeroservices@mindspring.com,Limited,Limited,Limited,,,,"Class 1, Class 2, Class 3",,3/9/2026,aeroservices@mindspring.com
AERO AVIONIK GMBH,4IKY,,4IKY651D,BALTHASAR GOLDSTEINSTRASSE 20,HAUPTTOR FLUGHAFEN,,SAARBRUECKEN,,GERMANY,D-66131,,,"BALTES, JAN",,,PATRICK SCHULTE,,schulte@avionik.aero,Limited,Limited,,Landing Gear,,,Limited,,3/9/2026,
AERO BATTERY INCORPORATED,HB5R,,HB5R903M,3442 CHURCH STREET,,,CINCINNATI,OH,UNITED STATES,45244,5132719116,services@aerobattery.com,"MCCAULEY, STEVE JOHN",,,"MCCAULEY, STEVE",5132719116,,Limited,,,,,,,,3/9/2026,services@aerobattery.com
AERO BORESCOPE AND CO,ARBY,,ARBY292E,6 CHEMIN DES FOSSES,,,AVIGNONET-LAURAGAIS,,FRANCE,31290,+33 652 438 236,,"JORO, GAETAN",,,"TERAT, YANN",,yann.terat@aeroborescopeandco.com,Limited,,,NonDestructiveTst,Limited,,,,3/9/2026,
